문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
역시 김치맘충은 답이 없다	1	0	0	0	0	0	0	0	0	0	0
젠신병자 변신해서 하지 왜 냄져들 지들이 화장하면 더 예쁘다며	0	1	1	0	0	0	0	1	0	0	0
눈가 주름 봐라 보지는 주름생기면 카리스마 쩌는데 좆놈들은 늙어빠지면 추하다	0	1	0	0	0	0	0	0	0	0	0
프로보빨러	1	1	0	0	0	0	0	0	0	0	0
똥꼬충 더럽다 역겹다 웩	0	0	1	0	0	0	0	0	0	0	0
아직 발의상태라 적극적인 반대운동 벌여야할듯국민들 반감 큼 통과되기 힘들다지금 계류중인 난민법개정안이나 이주아동법도 폐기될 확률 높다드만 통과되기가 힘듦	0	0	0	1	0	0	0	0	0	0	0
하얗고 남리남리한 남자 좋아했다 근데 그런 냄져들이 초중학교때는 있더니 그 이후로 증발했는지 없노	0	1	0	0	0	0	0	0	0	0	0
게이들 퍼레이드할때 나랑같이 복면쓰고 철빠따 들고 진압할사람 구한다	0	0	1	0	0	0	0	0	0	0	0
요금징수원 다 없애도 된다 기술이 안되는것도 아니고 너네 일자리 지켜줄려고 불편 감수하고 톨게이트 운영하는건데	0	0	0	0	0	0	0	0	0	1	0
싸구려 펍만 줄창 순회하고	0	0	0	0	0	0	0	0	1	0	0
사회과학대학인데 남자 한 명도 없고 한남충만 있음 안경버무리는 물론이고 그냥 존나 못생기고 키작고 더러움	0	1	0	0	0	0	0	0	0	0	0
병신 사만원이면 걍 일일알바하고말지	0	0	0	0	0	0	0	0	1	0	0
피해자의 말이 증거입니다	0	0	0	0	0	0	0	0	0	1	0
제목윾내나는데 본문다 맞는말이노 이새끼들 오히려 구렁이새끼들 69년묵은 여우새끼들이라 더 흑좆나 잘알고 일부러 그러는거노	0	0	0	0	0	0	0	0	1	0	0
교회에 돈을 가져다주는 바보들	0	0	0	0	0	0	1	0	0	0	0
다문화는 무슨 베트꽁 짱깨 뿐인데	0	0	0	1	0	0	0	0	0	0	0
호남이 원래 곡창지대고 해서 인구 존나 많았으니가 호남 비율이 높긴 높제	0	0	0	0	0	0	0	0	0	1	0
인터넷 초창기에 개초딩	0	0	0	0	0	0	0	0	0	1	0
느그뷔페니즘좀 강요하지말라고요 씹돼지년들아	1	0	0	0	0	0	0	0	0	0	0
웜이 선봉이 섰기로서니 대체 챙겨야되는 인권이 몇개노 웜한테 인권 맞겨놨냐 익이야 트랜스 자댕이는 셀프 좆 옴놈놈하고 뒤지면 되는 쀼젤	0	0	1	0	0	0	0	0	0	0	0
만지는 놈이나 당하는 년이나 그러려니 존나 자연스러운 거 보소	0	0	0	0	0	0	0	0	1	0	0
자지들은 왜 본인들이 전세계적으로 못생긴걸 인지못하노 껄껄	0	1	0	0	0	0	0	0	0	0	0
그럼 요구르트 아줌씨	0	0	0	0	0	0	0	0	0	1	0
더러운 홍어새끼들	0	0	0	0	0	1	0	0	0	0	0
지들이 자초한일 좀더 당해봐야	0	0	0	0	0	0	0	0	1	0	0
생각해바라 페미들도 당연히 같이 여대다닌다하면 끔찍하지	1	0	0	0	0	0	0	0	0	0	0
선동과 날조가 아니면 반일을 못하는 반일정신병자 수준	0	0	0	0	0	0	0	1	0	0	0
저런 병신같은 썰 모아서 좋게 결말짓는 만화 누가 좀 그렸으면 칼로 찍어버리는 결말로	0	0	0	0	0	0	0	0	1	0	0
민사소송으로 걸레짝이된 맘충들입니다	1	0	0	0	0	0	0	0	0	0	0
여자는 핑보핑두 따지고 음순모양따지고 귀모양보고 질크기까지 따지면서 지럴이들이노	0	0	0	0	0	0	0	0	1	0	0
종교느느아편이야	0	0	0	0	0	0	1	0	0	0	0
표정이 진심인거 같아서 더 무섭네	0	0	0	0	0	0	0	0	1	0	0
언제쩍 씹중복이냐 이 양심없는 새끼야글쓴새끼 결혼해서 너같은 급식충 애새끼가 하나 있겠다	0	0	0	0	1	0	0	0	0	0	0
맞노 작은 자지새끼들 좆나 더러워서 방광염 질염 오지게 걸린다 이기 안먹는게 답이다	0	1	0	0	0	0	0	0	0	0	0
기안내나는거봐라 이래서 좃그지들 걸러야됨	0	1	0	0	0	0	0	0	0	0	0
흉자들 다 갈아버리고 나야 대동단결 가능 니 맘은 알겠으나 현실을 즉시해라	1	0	0	0	0	0	0	0	0	0	0
바퀴도 양심이 있어서 사람들 들어옴 숨는데 저것들은 양심도 없노	0	0	0	0	0	0	0	0	1	0	0
드디어 잡혔네 죽일놈	0	0	0	0	0	0	0	0	1	0	0
무식한것들이 목산지 벌렌지도 모르고 다녔네	0	0	0	0	0	0	1	0	0	0	0
이래서 민주당이 국가보안법 폐지할려고 하는거임	0	0	0	0	0	0	0	0	0	1	0
태국이다 피노키오새끼야	0	0	0	0	0	0	0	0	1	0	0
저중에 착한 다문화는 몇이나 될까	0	0	0	1	0	0	0	0	0	0	0
어후 댓글은 안보는게 낫겠어요 좋은기사 잘봤습니다	0	0	0	0	0	0	0	0	0	1	0
짱깨 좋아하는 놈들은좆족아니면 홍어 둘밖에 없다	0	0	0	1	0	1	0	0	0	0	0
백메오후랑 사귀노	0	0	0	1	0	0	0	0	0	0	0
병신새끼들 다 죽여버리고 싶노	0	0	0	0	0	0	0	0	1	0	0
설교할때 목사님들마스크안씀	0	0	0	0	0	0	0	0	0	1	0
좆노잼임 1도 보지마라	0	0	0	0	0	0	0	0	1	0	0
보지들한테 대들면 이꼴나노 자댕이들아 잘봐둬라 니들의미래노	0	1	0	0	0	0	0	0	0	0	0
하소연할시간에 이혼해라	0	0	0	0	0	0	0	0	1	0	0
피해자분 허위사실 유포남들 무고남들 싹 고소하셔서 69억 버시길 앙망하노	0	0	0	0	0	0	0	0	1	0	0
잃을거 없는 놈들이 무섭지	0	0	0	0	0	0	0	0	1	0	0
중국과 항상 가까이한 러샤는 알것이다 중국의 씨발력을	0	0	0	1	0	0	0	0	0	0	0
친구 사진 모자이크 하고 캡쳐본을 올려달라이기 그래야 상황이 확 보이노	0	0	0	0	0	0	0	0	0	1	0
누누이 말하지않습니까 페미는 정신병이라고	1	0	0	0	0	0	0	0	0	0	0
남녀가 그리 평등하다면 군대 가던가 국방세 내던가 애새끼도 아니고 의무없는 권리만 울부짖고 대단하다 참	1	0	0	0	0	0	0	0	0	0	0
똥꼬충은 지들끼리 똥꼬나 쑤시지 왜 엄한사람한테 피해주냐	0	0	1	0	0	0	0	0	0	0	0
이봉원 신고 안하냐	0	0	0	0	0	0	0	0	1	0	1
우리나라의 미래까지 병들게하는 암덩어리들	0	0	0	0	0	0	0	0	1	0	0
역시 키작은 드워프새끼들은 어딜가나 무시받고 처맞으며 사는구나 183이라서 다행	0	0	0	0	0	0	0	1	0	0	0
진술 조서에 잉크도 마르지 않았는데   누가 유출시킨건지 성역없이 조사해 주세요	0	0	0	0	0	0	0	0	0	1	0
자살해라똥꼬충	0	0	1	0	0	0	0	0	0	0	0
자지멸종앙망	0	1	0	0	0	0	0	0	0	0	0
서양충입장에서는 우리랑 교미하는게 우리가 똥남이랑 교미하는것과 똑같이 느낄듯	0	0	0	1	0	0	0	0	0	0	0
막짤 아휴 진짜	0	0	0	0	0	0	0	0	0	1	0
나 기숙사 식당은 돼지고기나올때 개슬람새끼들 만 따로 뭐하나 해주던데 이렇게해야지 시발	0	0	0	0	0	0	1	0	0	0	0
그러면서 일베에도 일까들이 있는데 무슨	0	0	0	0	0	0	0	0	0	1	0
와 시발 성경까는 새끼들도 있네	0	0	0	0	0	0	0	0	1	0	0
할랄같은 소리하네 애미디진새끼들 문화가 안맞으면 오지를 말던가 에휴씨발 그것도 아니면 니들 잘하는거 셀프로 참수해서 뒤지든 해라 캭 퉤 씨팔 기분 좆같네	0	0	0	1	0	0	1	0	0	0	0
착한 인종청소 인정합니다	0	0	0	1	0	0	0	0	0	0	0
돈많이들고 리스크 큰 출산률 정책보다는돈안들고 대외 이미지까지 좋아지는난민 외노자 수입이 정권한테는 안전빵이지진짜 목숨걸고 출산률 정책 관철시킬 정권이 필요함다음 대선때 제대로 짚고가야할 포인트다	0	0	0	1	0	0	0	0	0	0	0
바한번갔다오면 오피는 싸게 먹힌거다물론 내얘기는 아님	0	0	0	0	0	0	0	0	0	1	0
세인트 고재기	0	0	0	0	0	0	0	0	0	1	0
대단하신분들이야 페미니즘이 우리사회에 얼마나 주도세력인지 전혀 모르고있어 사실상 못배우신분들같애	0	0	0	0	0	0	0	1	0	0	0
말이좋아 성소수자지 저것들 시발 병균만들어내는 쓰레기들 아니냐	0	0	1	0	0	0	0	0	0	0	0
군인권센터 소장은 병사에서 장교나 부사관으로 지원해서 전역한 병사 간부 둘다 경험해본 사람이 해야됨저런 동성애에 병역기피자는 그냥 군에 앙심을 품고 불순한 의도를 가질수 밖에 없다	0	0	1	0	0	0	0	0	0	0	0
보지 쪽내드렸습니다	0	0	0	0	0	0	0	0	1	0	0
초등학교이름점	0	0	0	0	0	0	0	0	0	1	0
냄새나면 벌금물려야함 후팔 인간재떨이 재기	0	0	0	0	0	0	0	0	1	0	0
북따라딱딱은뭐노 흑좆나 쇼타응디마냥 입에 착착 감기노 북따라딱딱북딱딱	0	0	0	0	1	0	0	0	0	0	0
댓개빻았노 재기남들 개많노 재기시켜버려야하노	0	1	0	0	0	0	0	0	0	0	0
씨발아저씨 하위호환이네	0	0	0	0	0	0	0	0	1	0	0
똥꼬충박멸	0	0	1	0	0	0	0	0	0	0	0
어려서부터보고 배운 그들만의성문화라서	0	0	0	0	0	0	0	0	0	1	0
예민충 좆복치	0	0	0	0	0	0	0	0	1	0	0
한남문한남답	0	1	0	0	0	0	0	0	0	0	0
졸리 끔찍하네	0	0	0	0	0	0	0	0	0	1	0
이슬람은 그나마 동남아 똥송 인종보다 이뻐서 인종개량 가능을 노릴 수 있음	0	0	0	1	0	0	0	0	0	0	0
사상이 바로 선 분이네	0	0	0	0	0	0	0	0	0	1	0
뒤통수 삽으로 후린다음에 저 흙파서 그대로 묻고싶다	0	0	0	0	0	0	0	0	1	0	0
고스트바둑왕 개꿀잼이었는데	0	0	0	0	0	0	0	0	0	1	0
죽어라 빨갱이년	0	0	0	0	0	0	0	1	0	0	0
수영장 오는 틀딱들 진심 죽이고싶다	0	0	0	0	1	0	0	0	0	0	0
똥꼬충새끼 그냥 자살하면 전부 해결되는데 즙은 왜 질질 짜고 자빠졌노개씹쌔끼 내 일본도로 죽여버리고 싶네	0	0	1	0	0	0	0	0	0	0	0
진짜 자지새끼들 나대는거 보면 머갈 뜯어버리고싶다	0	1	0	0	0	0	0	0	0	0	0
저런건진짜 지푸라기라도 잡을 사람들이 계속 해결책 찾다가 눈돌아가서 저런거에 홀리지저런곳도 사람이 얼마나 절박한지 보고 저런 물도 바로 주지도 않고 신도되고 돈받쳐야지줄까말까하면서 밀땅함	0	0	0	0	0	0	1	0	0	0	0
저래놓고 다시 기어들어와서 검머외노릇할거아녀	0	0	0	1	0	0	0	0	0	0	0
저년때문에 동남아년들은 사람으로 안보인다	1	0	0	1	0	0	0	0	0	0	0
도쿄에있는 양놈들 와꾸가 한국에있는 루저보단 훨씬 낫더노	0	0	0	1	0	0	0	0	0	0	0
저러니 3만원도 못주고 저러지	0	0	0	0	0	0	0	0	0	1	0
조팔 저게 18년도 선진국에서 일어나는 일이라니 믿을수가없노 내조국 좆되기전에 무슬람 좆새끼들 막아야하노 전세계가 지구상 어디도없는 한남을 이긴 여혐좆들한테 정복당하게생겼노	0	1	0	1	0	0	0	0	0	0	1
879 아가씨 패러디 문구노 찾아봐라이니	0	0	0	0	0	0	0	0	0	1	0
역시 갓순신 하는 이유가 있어외쳐 갓순신	0	0	0	0	0	0	0	0	0	1	0
이쁜애가 생각도 바르노	0	0	0	0	0	0	0	0	0	1	0
노키즈존 노맘충존	1	0	0	0	0	0	0	0	0	0	0
니들 댓글달때성추행드립 작작하라고 댓글달아라	0	0	0	0	0	0	0	0	1	0	0
20대 30대차이는 아가리똥내에서부터 차이남	0	0	0	0	1	0	0	0	0	0	0
gta 빙의해서 차로 싹 쓸어버렸으면 좋겠다	0	0	0	0	0	0	0	0	0	1	0
뭔 개소린지 모르겠다사진도 병신같이 찍어서 컴터 외엔 뭘 찍은건지 모르겠고	0	0	0	0	0	0	0	0	1	0	0
적그리스도	0	0	0	0	0	0	0	0	0	1	0
폭동유공자탈북년놈들돈회수바람닭재인띠	0	0	0	1	0	1	0	0	0	0	0
동성애 남자끼리 항문성교 구강성교 여지끼리 구강성교 더러운 짖이다 그냥 변태들이다 할려면 너희끼리 해라 인정해달라고 하지 마라	0	0	1	0	0	0	0	0	0	0	0
고맙게 생각한다 병신아 너 같이 맨날 조선조한테 짱깨라고 놀리는 새끼들 땜에 힘든거지	0	0	0	1	0	0	0	0	0	0	0
망가가 최고징	0	0	0	0	0	0	0	0	1	0	0
저런 한남새끼들 때문에 더 울화가 치밀고 빡친다이니야	0	1	0	0	0	0	0	0	0	0	0
꼬추가 작은데 식사매너도 최저 wwwwwwwww한국남자 뒤졌으면 wwwwww	0	1	0	0	0	0	0	0	0	0	0
차별금지법안이 철회되길 기도합니다	0	0	0	0	0	0	0	1	0	0	0
문죄인 개좆같은데이건 맞는말 아니냐똥꼬충 개좆같은건 너도알고 나도아는데	0	0	1	0	0	0	0	0	0	0	1
저정도면 경계성 지능 장애인듯	0	0	0	0	0	0	0	1	0	0	0
세상에 교회역할이 중요합니다	0	0	0	0	0	0	0	0	0	1	0
난 젠더 논란 이라해서 저냥반이 트렌스젠더인줄	0	0	1	0	0	0	0	0	0	0	0
아주 집안도 말아먹게 만들려고 작정했네 코로나제일교회	0	0	0	0	0	0	1	0	0	0	0
이젠뭐 웃기지도 않다	0	0	0	0	0	0	0	0	1	0	0
아니 얼마나 살이 쪘으면 자리 돼지냐	0	0	0	0	0	0	0	0	1	0	0
빨간색 양키같은놈 똥꼬충이면 존나 무섭겠노 시발	0	0	1	1	0	0	0	0	0	0	0
바퀴에 싸는거냐 냄새 좆되겟노	0	0	0	0	0	0	0	0	1	0	0
재앙이도 대가리 좆창나서 삼수해서 꾸역꾸역 경희대가는데 지잡대 앱생 인생들은 뭐란말이노이기	0	0	0	0	0	0	0	1	0	0	1
아 씨팔 그냥 한남들도	0	1	0	0	0	0	0	0	0	0	0
레즈가 잘만 구워삶으면 주2회 고정덮밥 블루오션인데 늬들은 와꾸말빨돈 심지어 교감할감정도 없으니 힘들겠지	0	0	1	0	0	0	0	0	0	0	0
트럼프가 빨리 중국 조져야지 그것만이 답	0	0	0	1	0	0	0	0	0	0	1
항문성교를 권장하는세상이 올줄이야	0	0	1	0	0	0	0	0	0	0	0
한국에도 이슬람을 능가하는 좌슬람 새끼들이 곧 저런짓하고다닐거다	0	0	0	0	0	0	1	1	0	0	0
국가가 다르니 있지	0	0	0	0	0	0	0	0	0	1	0
아마도 1호선 일듯 1호선 에서는 틀딱들 싸움 존나 자주일어남	0	0	0	0	1	0	0	0	0	0	0
걸게 망하겠노	0	0	0	0	0	0	0	0	1	0	0
뭐 수만명이 오고가는 커뮤니티사이트에 범죄자 몇명 있다고 폐쇄하나요 그럼 옛날 성범죄 일으킨 오유도 진작에 폐지 했어야죠	0	0	0	0	0	0	0	0	1	0	0
여자가 뭘 입든 한남들따위가 시건방지게 입을 놀리노	0	1	0	0	0	0	0	0	0	0	0
쟤랑 결혼당하는 남자는 또 무슨 죄냐	0	0	0	0	0	0	0	0	1	0	0
이런 좆팔 상폐남들 줘안먹 좆팔	0	1	0	0	1	0	0	0	0	0	0
전라도가 영어로 하면 PORNO 가 되냐	0	0	0	0	0	1	0	0	0	0	0
재밌는 소설이노	0	0	0	0	0	0	0	0	0	1	0
이슬람교 포기하는 조건으로 난민 받아주면 안되나	0	0	0	1	0	0	1	0	0	0	0
에효 씨발	0	0	0	0	0	0	0	0	1	0	0
지랄들 하는구만	0	0	0	0	0	0	0	0	1	0	0
젠신병자는 뒤져야된다 이기야	0	0	1	0	0	0	0	1	0	0	0
나도 사시부활 찬성하노 자지들이 자적자하는게 웃겨서 그런거노	0	1	0	0	0	0	0	0	0	0	0
조만간 잠자리때 이케했다 저케했다 고추에 점이있다 없다 터트린다에 잔고 5300원 건다	0	0	0	0	0	0	0	0	1	0	0
짱캐좃선족들은 그냥 밀고가던데	0	0	0	1	0	0	0	0	0	0	0
이렇게보니 한글 좆미개하노	0	0	0	0	0	0	0	0	1	0	0
하나님이 거짓말 하라고 시켰나 대단하네	0	0	0	0	0	0	0	0	1	0	0
호남대 vs 호서대	0	0	0	0	0	0	0	0	0	1	0
10만원 줘도 재랑안함	0	0	0	0	0	0	0	0	1	0	0
486아재들 군대썰만 들으면 평균전투력 71sdw	0	0	0	0	0	0	0	0	0	1	0
리얼플레이언가 어우동18인지뭔지 씨발새끼들 존나느림	0	0	0	0	0	0	0	0	1	0	0
124 게이 3번 똥꼬충	0	0	1	0	0	0	0	0	0	0	0
전라도 가면 이민 아니냐	0	0	0	0	0	1	0	0	0	0	0
개독화팅 힘내라	0	0	0	0	0	0	1	0	0	0	0
병신 홍어글 퍼왓노	0	0	0	0	0	1	0	0	0	0	0
광주는 우한폐렴은 감기와 같이 고치기 쉬운병이라고 하는 한의원과 한의사들이 가장 많이 모여있는곳 아닌가광주로 보내면 우한폐렴 뿌리뽑는건 시간문제겠네	0	0	0	0	0	1	0	0	0	0	0
메갈련 민정경찰보고 경찰타령하네 에휴 미필련	1	0	0	0	0	0	0	0	0	0	0
폰팔이 용팔이 옷팔이 렉카보다 악질이택시기사임	0	0	0	0	0	0	0	1	0	0	0
이성애자가 빤쓰만 입고 성행위 흉내내며 퍼레이드하면 경범죄 걸리는데 게이들이 그 지랄하면 소수자 문화라서 보호해줘야 된대이런 개소리가 어딨냐공공의 안전과 평온을 해치면 똑같이 처벌해야지	0	0	1	0	0	0	0	0	0	0	0
바르지 못한 악한 교육 으로 멸망의 길로 가는구나	0	0	0	0	0	0	0	0	1	0	0
어렵게 생각하실거 없어요 신천지인들이 명성교회 잠입했겠죠 사람들 빼가려고	0	0	0	0	0	0	1	0	0	0	0
보지를 벌려서 고추가루투척	1	0	0	0	0	0	0	0	0	0	0
혐오스런 옷입고 다니니깐 모든 게이들이 다 저래보이지 뭐	0	0	1	0	0	0	0	0	0	0	0
여자들 뚱뚱한년들 저런 금발 왜하는거냐	1	0	0	0	0	0	0	0	0	0	0
가려도 한남콘이노 구웨에에에에에엑 정화짤 필요하다 익이	0	1	0	0	0	0	0	0	0	0	0
보력가자 이기	0	0	0	0	0	0	0	0	0	1	0
요즘 이란이 정신 차려가지고 개혁 개방하고 미국이랑 친하게 지내려고 하니까 개슬람 씹새끼들이 훼방놓는거임	0	0	0	0	0	0	1	0	0	0	0
녀성부와 악성 김치녀를 보내 버렸으면 좋겠다	1	0	0	0	0	0	0	0	0	0	0
수구꼴통을 하려면 낮짝이 두꺼워야됨	0	0	0	0	0	0	0	1	0	0	0
나도 성소수자란 단어가 좆같았어	0	0	1	0	0	0	0	0	0	0	0
부모들땜에 노키즈존이 생긴겁니다	0	0	0	0	0	0	0	0	0	1	0
이 시국에 3만명이 쳐모이는게 사람새끼들이냐	0	0	0	0	0	0	0	0	1	0	0
그땐 니들이 테러를 덜일으켰겠지 조금은 순수했었겠지 지금보단 헛소리 지껄이네 연초부터 사이비교주한테 빠진거랑 뭐가 다르냐 본인만 옳고 전지전능하고 다른것은 철저히 배척하는 그게 무슨 인간을 구원하는 종교냐	0	0	0	0	0	0	1	0	0	0	0
쥬지로 입막 가능	0	0	0	0	0	0	0	0	0	1	0
글쓴게이야 김정은보다 림종석 후장빠는게 더 치욕적일거라고 조언댓글 달아	0	0	1	0	0	0	0	0	0	0	1
안받아들여도 테러는남	0	0	0	0	0	0	0	0	1	0	0
존나 역겹다 전라도 개병신새끼들존나 많노 여기에 좀 꺼지면 안되나민증 까봐 븅신들아 난 학생증 깔텡까틀딱들 말 뒤지게 많아 걍 틀니 착용하고입 좀 쳐닫으면 안되나 애미디진년들아	0	0	0	0	1	1	0	0	0	0	0
똥꼬충 새끼들 똥꼬섹스 조용히 집에서 해 사람 죽여가면서 자랑하지 말고	0	0	1	0	0	0	0	0	0	0	0
보험금 교환권으로도 사용가능	0	0	0	0	0	0	0	0	0	1	0
속눈썹못잃어 좆같노	0	0	0	0	0	0	0	0	1	0	0
병신페미년들 보지를 좌우로 쫘악 찢어버려야하는데	1	0	0	0	0	0	0	0	0	0	0
한국에게 있어서 짱꼴라는 바퀴벌레다일산사는 사람에게 있어서 파주사는새끼들은 바퀴벌레다이씨발년놈들때문에 출퇴근할때 힘들고 바퀴벌레같은놈들이 자꾸 일산에서 깔짝댐	0	0	0	1	0	1	0	0	0	0	0
쟤들이 이대교수가 빡대가리 병신년들이라고한 페미년들임사실상 무차별적으로 증거도없이 남자 신상올리고 아님말고 이지랄중	1	0	0	0	0	0	0	0	0	0	0
자댕이들한테 뭔 글을 가르치노 책은 사치다익이야 차라리 개밥그릇 던져주는게 훨씬 가치있노	0	1	0	0	0	0	0	0	0	0	0
전라도것들은 다 쳐죽여야해 이것들은 지성이없는 인간의 탈을 쓴 악귀다	0	0	0	0	0	1	0	0	0	0	0
나도 바이블은 찢어봤다 부산국제락페스티벌 데쓰메탈 밴드 Deicide공연중 팬중에 한분이 바이블 두쪽으로 찢어서 던지더라 그래서 주워들거 발기발기 찢어서 공중에 뿌렸지	0	0	0	0	0	0	0	0	0	1	0
백래시는 만물여혐병 걸린 불편벌레들이 키운거지 그것들이 여성인권을 위해 한것도 없는데 지가 페미인줄 아니까 반발이 심해진거지	1	0	0	0	0	0	0	0	0	0	0
미국도 이제 전쟁 한번 치러야 정상적으로 갈 것 같다그동안 너무 굴직굴직한 전쟁이 없었다 한국 봐라 휴전국인데도 한동안 전쟁 없으니깐 페미들 미쳐 날뛰고 개소리 지껄이고 댕기잖아	1	0	0	0	0	0	0	0	0	0	0
신호들 사람모양은 남자가 아니라 사람을 뜻하는거 아녔나 피곤하게 산다 그리고 치마는 여자만 입으니까 치마로 여자 표기하는게 또 뭔 성불평등이냐 힘들게 산다 니들 일상생활 가능하냐	1	0	0	0	0	0	0	0	0	0	0
자기들 치부를 먼저 드러낼리 없지	0	0	0	0	0	0	0	0	1	0	0
4학년 되면 술 마시기 시작할 것 같다	0	0	0	0	0	0	0	0	0	1	0
조선족병신들	0	0	0	1	0	0	0	0	0	0	0
게이는 무슨 똥꼬충이 개소리하고앉았노	0	0	1	0	0	0	0	0	0	0	0
맞는말 했구만 왜들 말꼬리 잡는겨 나도여자ᆢᆢ우리나라 여자들 너무잘났어 자기할일들 하고 정정당당히 주장하면 누가뭐래 말들만 살았어 남자들불쌍해	1	0	0	0	0	0	0	0	0	0	0
어휴 정신나간 것들	0	0	0	0	0	0	0	0	1	0	0
야 놈딱 맨질해보여서 쓰다듬어주고 싶노 이정도면 한남정도는 애완동물삼아 길러볼만 한것같노	0	1	0	0	0	0	0	0	0	0	0
똥꼬충들을 모조리 가스실로 보내 소각시키자	0	0	1	0	0	0	0	0	0	0	0
개떡같이 제대로 퍼오지도 못하면서 복붙 좆중복 올리노	0	0	0	0	0	0	0	0	1	0	0
