sentence	abuse	hate	clean	blame	anger	frustration	praise	order
8번이 봐주시고 다 오셈 쟤 와야 돼	0	0	0	0	0	0	0	1
8번이 열쇠야	0	0	1	0	0	0	0	0
8번이 올라가야지 8번이 올라가야지 7번이 올라가야지 7번이 올라간다	0	0	0	0	0	0	0	1
8번이 풍영 풍영이 좀 많이 눈에 띄네	0	0	1	0	0	0	0	0
AB7 어 뭐야	0	0	0	0	1	0	0	0
AD가 자아한 거예요	0	0	0	0	0	0	0	1
AESWD 자 일단 들어왔는데 왼쪽으로 가는 것이 나잖아	0	0	0	0	0	0	0	1
A가 날 덮었어	0	0	0	0	0	0	0	1
A가 눌렀잖아요	0	0	0	0	0	0	0	1
A가 어 A가 못해	0	0	0	1	0	0	0	0
A가 왜 깜쳐 아니 A가 아니지	0	0	0	0	0	0	0	1
A가 왜 눌러	0	0	0	0	0	0	0	1
A가 해야지 무슨 D가 아니 더블로 해야 돼	0	0	0	0	0	0	0	1
A구나 와 A는 와 이 놈아 야 덤비 이 녀석아 이거 왜 한 거였어	0	0	0	0	0	0	0	1
A는 뭐야	0	0	0	0	1	0	0	0
A는 뭐하	0	0	1	0	0	0	0	0
A는 진짜 뭐하	0	0	1	0	0	0	0	0
A님 아 좋아	0	0	0	0	0	0	1	0
A랑 D가 아니 진짜 아니 진짜 아이씨 에이씨 내가 죽었으면 좋겠어	0	0	0	0	1	0	0	0
A의 판단 좀 느린데요	0	0	1	0	0	0	0	0
A팀 너무 잘하신다	0	0	1	0	0	0	0	0
BO5 가야지	0	0	0	0	0	0	0	1
C마 뒤에 어디 갔어	0	0	1	0	0	0	0	0
D가 이거를	0	0	0	0	0	0	0	1
D님 방금은 조금 아쉬웠어요	0	0	1	0	0	0	0	0
E를 누르면 줄을 잡아서 땡길 줄 정리를 할 수가 있습니다	0	0	0	0	0	0	0	1
F로 버려 F F	0	0	1	0	0	0	0	0
Lets go 잉깨야 우리 생존하러 가자 [유저] 이오 뭐예요	0	0	0	0	0	0	0	1
Liver shove G 아아악 죽여 죽여 끊어 원푸니 원푸니 누나 폭탄이야	0	0	0	0	1	0	0	0
NS2요 이제 가야 돼요	0	0	0	0	0	0	0	1
OTHER 내 머리 위로 밟고 가라	0	0	0	0	0	0	0	1
QWER는 가수분들이고 아 그래 WASD이라고해요	0	0	0	0	0	0	1	0
SMITH2는 [유저] 어후 아우 살았다	0	0	0	0	0	0	1	0
S가 그랬어	0	0	0	0	0	0	0	1
S가 아 저 그거 예상했습니다	0	0	0	0	0	0	0	1
S가 왜 간 거야	0	0	0	0	0	0	0	1
TLQKF를 시전하는 너구리	0	0	1	0	0	0	0	0
T자에서 다시 돌아와야해 이해 되지	0	0	0	0	0	0	0	1
WASD랑 스페이스바만 있는거인가요	0	0	0	0	0	0	0	1
WASD랑 스페이스밖에 없어요	0	0	1	0	0	0	0	0
W가 왜 문제야	0	0	0	0	0	0	0	1
W님 제가 역시 더빙맨 밖에 없잖아요	0	0	0	0	0	0	0	1
W도 왜요	0	0	1	0	0	0	0	0
[유저] 14개	0	0	1	0	0	0	0	0
[유저] 2	0	0	1	0	0	0	0	0
[유저] 2등	0	0	1	0	0	0	0	0
[유저] B 이거 눌러가지고 길게 눌러서 포기하기 전 [유저] 한테 당했습니다	0	0	0	0	0	1	0	0
[유저] [유저]	0	0	1	0	0	0	0	0
[유저] [유저] [유저]	0	0	1	0	0	0	0	0
[유저] [유저] [유저] 1번 [유저] 1번 [유저] 1번 [유저] 6번이 봐주셈 6번이 봐주셈 쟤도 좀 와야돼	0	0	0	0	0	0	0	1
[유저] [유저] [유저] 멈추지마 멈추지마	0	0	1	0	0	0	0	0
[유저] [유저] [유저] 노랑이 길려라	0	0	1	0	0	0	0	0
[유저] [유저] [유저] 님 [유저] 님 김치님 화이팅 김치님 화이팅 야 나 치킨 먹는다 아주 자 다음 스타머치인데 미리 사과할것이 [유저] 님 서로 들어오지 맙시다	0	0	0	0	0	0	1	0
[유저] [유저] [유저] 이야	0	0	1	0	0	0	0	0
[유저] [유저] 개새끼야 머쌔 머쌔	1	0	0	0	0	0	0	0
[유저] [유저] 규민 이동 기어 서드 상관 없겠다	0	0	1	0	0	0	0	0
[유저] [유저] 그거 [유저] [유저] 이다	0	0	1	0	0	0	0	0
[유저] [유저] 난 시키는대로 했어	0	0	1	0	0	0	0	0
[유저] [유저] 내리막 [유저] [유저] 가속도 [유저] 오른쪽 여기 [유저] 오 [유저] 굿 [유저] 내 플랜 [유저] 점프	0	0	0	0	0	0	1	0
[유저] [유저] 너무 좋았어	0	0	0	0	0	0	1	0
[유저] [유저] 님들	0	0	1	0	0	0	0	0
[유저] [유저] 뒤로 슛	0	0	1	0	0	0	0	0
[유저] [유저] 들어가면 돼	0	0	0	0	0	0	0	1
[유저] [유저] 마우스 기다려	0	0	0	0	0	0	0	1
[유저] [유저] 밟고 가	0	0	0	0	0	0	0	1
[유저] [유저] 벽 세워 벽 세워 [유저] [유저] 좋다 좋다	0	0	0	0	0	0	1	0
[유저] [유저] 순이 1번 1번 1번 야 보라 보라 보라 3번 3번 3번 박 [유저] 박 [유저] 뭐야	0	0	0	0	1	0	0	0
[유저] [유저] 시청자 다 들어와	0	0	0	0	0	0	0	1
[유저] [유저] 아니 죄송해요	0	0	0	0	0	0	0	1
[유저] [유저] 아이씨 승리	0	0	0	0	1	0	0	0
[유저] [유저] 연호 뒤로 차면 안돼 [유저] 뒤로 차면 안돼 [유저] 좋았다 개판입니다	0	0	0	0	0	1	0	0
[유저] [유저] 오케이 5번 [유저] 회색은 누구지 [유저]	0	0	0	0	0	0	1	0
[유저] [유저] 좋아	0	0	0	0	0	0	1	0
[유저] [유저] 한 번 더 해	0	0	0	0	0	0	0	1
[유저] [유저] 회색 누구야	0	0	1	0	0	0	0	0
[유저] [유저] ᆫ도 [유저] 이라는 고퀴리 무리하리 퀴리카즈하드 카이리카쿠레	0	0	1	0	0	0	0	0
[유저] [유저] 구나	0	0	1	0	0	0	0	0
[유저] [유저] 입니다	0	0	1	0	0	0	0	0
[유저] spicy 계속 밀리면 안 되잖아	0	0	1	0	0	0	0	0
[유저] 가봐봐	0	0	0	0	0	0	0	1
[유저] 가야돼	0	0	0	0	0	0	0	1
[유저] 가져가자 [유저] 이자 이런식으로 인성 줄여주면서 기다릴게요	0	0	0	0	0	0	0	1
[유저] 각별 공룡 라더	0	0	1	0	0	0	0	0
[유저] 갔는데 [유저] 야	0	0	1	0	0	0	0	0
[유저] 강아지	0	0	1	0	0	0	0	0
[유저] 검사하는 사람 좋아	0	0	0	0	0	0	1	0
[유저] 검사하는 사람 진짜 죽을라고	0	0	1	0	0	0	0	0
[유저] 공 피하면 어떡해	0	0	0	0	0	1	0	0
[유저] 괜찮아	0	0	1	0	0	0	0	0
[유저] 국가대표 혜안입니다	0	0	0	0	0	0	0	1
[유저] 그라운 아니 [유저] 로비	0	0	1	0	0	0	0	0
[유저] 그래 저는 [유저] 입니다	0	0	0	0	0	0	1	0
[유저] 그렇지	0	0	0	0	0	0	1	0
[유저] 그렇지 할배 빨아	0	0	0	0	0	0	1	0
[유저] 근데 왜 네가 죽으니까 아무 말도 없어	0	0	0	0	0	0	0	1
[유저] 기다려	0	0	0	0	0	0	0	1
[유저] 기자는 아는데 자 대기 대기 어찌 바뀌어요	0	0	1	0	0	0	0	0
[유저] 꽃이 하나 있는데 야 이것이 뭐해 쓰레기야	1	0	0	0	0	0	0	0
[유저] 끝	0	0	1	0	0	0	0	0
[유저] 내 대가리 밟아	0	0	0	0	0	0	0	1
[유저] 내가 죽었어	0	0	0	0	0	1	0	0
[유저] 내려가야 돼	0	0	0	0	0	0	0	1
[유저] 너 고개 들어 너 기죽지 마 [유저] 속도에 맞추자고하니까 이 새끼는 왜 이렇게 빨리 가 [유저] 속도에 맞출 터니까 [유저] 가 먼저 가 우리의 새끼 발가락이다 땡 제발 제발 개가 뜨개 가자	1	0	0	0	0	0	0	0
[유저] 너 디졌다	0	0	1	0	0	0	0	0
[유저] 너 믿어	0	0	1	0	0	0	0	0
[유저] 너블	0	0	1	0	0	0	0	0
[유저] 넌 내꺼야	0	0	1	0	0	0	0	0
[유저] 네 아 뭐 아픈 거가 없어지는 거다	0	0	0	0	0	0	0	1
[유저] 네가 시작한 네가 자처한 일이야 [유저]	0	0	0	0	0	0	0	1
[유저] 네가 하자고 했었던 게임이지 기억 안 나	0	0	0	0	0	0	0	1
[유저] 농청아 아 나 대가리 빨간새끼 저거 아니 하다보면 배워줄터인데 그래 아니 야 저새끼 야 너 4살이지 너 어 여기 안가지는데 와서 올려줘	1	0	0	0	0	0	0	0
[유저] 누구 팀이야	0	0	1	0	0	0	0	0
[유저] 누군지 [유저] 누군지 자 하나 둘 셋 뜯어 뜯어 뜯어 아니 아니 미친놈 이거 이거 이겨	1	0	0	0	0	0	0	0
[유저] 누나 저 화장실 갔다와도 돼요	0	0	0	0	0	0	0	1
[유저] 니누 밀어	0	0	0	0	0	0	0	1
[유저] 님 내 머리 밟아 띠용 띠용 저기 아래꺼 자 저거 알아서 빨아주고 올려줄게	0	0	1	0	0	0	0	0
[유저] 님 쏘고	0	0	1	0	0	0	0	0
[유저] 님 엑스 플릿에서 글자 색깔 어떻게 바꿔요	0	0	0	0	0	1	0	0
[유저] 다 봤지	0	0	1	0	0	0	0	0
[유저] 다들 너무 멋있어 3회 카운트 해드릴게요	0	0	0	0	0	0	1	0
[유저] 다음이 화살표 즈펙카드 뽑는다 생각해 즈펙카드 [유저] 다음이 화살표임	0	0	0	0	0	0	0	1
[유저] 단무지 잡아줘 잡아줘	0	0	1	0	0	0	0	0
[유저] 당겨	0	0	0	0	0	0	0	1
[유저] 대 [유저]	0	0	1	0	0	0	0	0
[유저] 댄스 오	0	0	1	0	0	0	0	0
[유저] 댱님 총 맞으실 뻔 하셨어요	0	0	1	0	0	0	0	0
[유저] 뒤로 뒤로 슛	0	0	1	0	0	0	0	0
[유저] 뒤로 슛	0	0	1	0	0	0	0	0
[유저] 드야 레이드 가만히 있어	0	0	0	0	0	0	0	1
[유저] 들어가는 거 보고 가자	0	0	0	0	0	0	0	1
[유저] 땡이야	0	0	1	0	0	0	0	0
[유저] 또 맞고	0	0	1	0	0	0	0	0
[유저] 띠	0	0	1	0	0	0	0	0
[유저] 띠 나 믿지	0	0	1	0	0	0	0	0
[유저] 러브유 다 거짓말 아 뭐야	0	0	0	0	1	0	0	0
[유저] 런트 [유저] 런트 진징이 떨어졌지	0	0	1	0	0	0	0	0
[유저] 레운	0	0	1	0	0	0	0	0
[유저] 류 [유저]	0	0	1	0	0	0	0	0
[유저] 린스 버디가	0	0	0	0	0	0	0	1
[유저] 림	0	0	1	0	0	0	0	0
[유저] 마 잘 가	0	0	0	0	0	0	0	1
[유저] 마 쿠키	0	0	1	0	0	0	0	0
[유저] 마님	0	0	1	0	0	0	0	0
[유저] 마님 굿게임 뭐라고요	0	0	0	0	0	0	1	0
[유저] 마님만 움직일 거예요	0	0	1	0	0	0	0	0
[유저] 마님이요	0	0	1	0	0	0	0	0
[유저] 망키야	0	0	1	0	0	0	0	0
[유저] 맞다	0	0	1	0	0	0	0	0
[유저] 맞지마	0	0	1	0	0	0	0	0
[유저] 맴바	0	0	1	0	0	0	0	0
[유저] 맵지도 않아 0초에서 4초 사이에 수를 만들어야 돼	0	0	1	0	0	0	0	0
[유저] 먹어 열쇠를 먹어 됐어	0	0	1	0	0	0	0	0
[유저] 먹으러 간다	0	0	1	0	0	0	0	0
[유저] 메뉴로 주문하시겠어요	0	0	1	0	0	0	0	0
[유저] 모드가 안돼	0	0	0	0	0	1	0	0
[유저] 목기 꺼져	1	0	0	0	0	0	0	0
[유저] 못 읽어	0	0	1	0	0	0	0	0
[유저] 몽청이야	0	0	1	0	0	0	0	0
[유저] 뭐가 나오는데 너무 쉬운데 응 이제 하잖아	0	0	0	0	0	0	0	1
[유저] 뭐야 [유저] 뭐야 아	0	0	0	0	1	0	0	0
[유저] 바 있거든요	0	0	1	0	0	0	0	0
[유저] 배틀 높이 [유저] 이래요	0	0	1	0	0	0	0	0
[유저] 분에 주의하세요	0	0	0	0	0	0	0	1
[유저] 비가 [유저] 한다	0	0	0	0	0	0	0	1
[유저] 빨리 [유저] 빨리 줘도 얘들아	0	0	0	0	0	0	0	1
[유저] 빨리 가봐	0	0	0	0	0	0	0	1
[유저] 삥	0	0	1	0	0	0	0	0
[유저] 삼식	0	0	1	0	0	0	0	0
[유저] 샀다 와 협동이 되네	0	0	0	0	0	0	0	1
[유저] 상우 잠깐만 아 너 뭐야	0	0	0	0	1	0	0	0
[유저] 색 올라가서 만들어주고 다음 내려가 중앙색 내려가 레겐도 내려가 자 그 다음 여고 내려가 자 그 다음에 김치 내려가 그 다음에 기우자 내려가 그 다음에 올라가요	0	0	0	0	0	0	0	1
[유저] 생겼다	0	0	1	0	0	0	0	0
[유저] 샷 [유저] 샷 방심했지	0	0	1	0	0	0	0	0
[유저] 선택을 다시해야되는거같은데	0	0	0	0	0	0	0	1
[유저] 선행위에 올려	0	0	1	0	0	0	0	0
[유저] 섬이네	0	0	1	0	0	0	0	0
[유저] 세이브	0	0	1	0	0	0	0	0
[유저] 솔로 파티 말고요	0	0	1	0	0	0	0	0
[유저] 수철쌤 맞힌 거야	0	0	1	0	0	0	0	0
[유저] 씨	0	0	1	0	0	0	0	0
[유저] 씨 [유저] 씨 6번 가야돼	0	0	0	0	0	0	0	1
[유저] 씨 [유저] 씨 살아야 돼	0	0	1	0	0	0	0	0
[유저] 씨 내려오시고 나 아니야	0	0	1	0	0	0	0	0
[유저] 씨 욕하려던 거 아니죠	0	0	1	0	0	0	0	0
[유저] 씨 이거 먹을 수 있었어요	0	0	1	0	0	0	0	0
[유저] 씨가 제일 못하는디	0	0	0	0	0	0	0	1
[유저] 씨발 뒤지고 싶어	1	0	0	0	0	0	0	0
[유저] 아 역시 고양이랑 튕기는 거인가	0	0	0	0	0	0	0	1
[유저] 아니면	0	0	1	0	0	0	0	0
[유저] 아니야	0	0	1	0	0	0	0	0
[유저] 아래	0	0	1	0	0	0	0	0
[유저] 안돼	0	0	0	0	0	1	0	0
[유저] 안되는데	0	0	1	0	0	0	0	0
[유저] 애기 애기	0	0	1	0	0	0	0	0
[유저] 야 비켜봐	0	0	0	0	0	0	0	1
[유저] 야 이거 뭐야	0	0	0	0	1	0	0	0
[유저] 얘들아 [유저]	0	0	1	0	0	0	0	0
[유저] 어	0	0	1	0	0	0	0	0
[유저] 어 아 깨웠다	0	0	1	0	0	0	0	0
[유저] 어 야야야 빨리 가 빨리 가	0	0	0	0	0	0	0	1
[유저] 어디있나 뒤질라고 에이 맨	0	0	1	0	0	0	0	0
[유저] 어디있나 뒤질라고 에이 베 베 베 문 열어 이씨 문 열라고	0	0	1	0	0	0	0	0
[유저] 어이가 없네	0	0	0	0	0	0	0	1
[유저] 언니 땅에 초록색깔 저거 바 보여	0	0	1	0	0	0	0	0
[유저] 언니 안뱉는거 맞아	0	0	0	0	0	0	1	0
[유저] 없나요	0	0	1	0	0	0	0	0
[유저] 오빠 뱉어줘야돼	0	0	1	0	0	0	0	0
[유저] 오빠한테 똥싸개가 뭐야	1	0	0	0	0	0	0	0
[유저] 올라가	0	0	0	0	0	0	0	1
[유저] 올라갔다	0	0	1	0	0	0	0	0
[유저] 왜	0	0	1	0	0	0	0	0
[유저] 왼쪽에다 쏴	0	0	1	0	0	0	0	0
[유저] 우	0	0	1	0	0	0	0	0
[유저] 우측	0	0	1	0	0	0	0	0
[유저] 위에 쏴 [유저] 위에 쏴 내 위에 쏴 아 알았다	0	0	1	0	0	0	0	0
[유저] 유사 모릅니까	0	0	1	0	0	0	0	0
[유저] 윤요가	0	0	0	0	0	0	0	1
[유저] 이거 뭐야	0	0	0	0	1	0	0	0
[유저] 이거는 뭔 느낌인지 알겠으니까 다음 거 해보자	0	0	0	0	0	0	0	1
[유저] 이러면	0	0	1	0	0	0	0	0
[유저] 이름이 뭐야	0	0	0	0	1	0	0	0
[유저] 이리 올라와	0	0	0	0	0	0	0	1
[유저] 이슈 톡이었습니다	0	0	1	0	0	0	0	0
[유저] 자기 구역 자기야 막아 책임 소재 명확한 게임 좋아	0	0	0	0	0	0	1	0
[유저] 잘 있어	0	0	1	0	0	0	0	0
[유저] 잘했습니다	0	0	0	0	0	0	1	0
[유저] 전문 야 이거는 우리 잘하지	0	0	1	0	0	0	0	0
[유저] 점에서 내려가야지 더 올라가 최고점에서 최고점에서 골라야지	0	0	0	0	0	0	1	0
[유저] 정의를 이용해서 한번 만들어보자고요 그 다음 올라가시고 자 그 다음 밟아줘요 윤유님 올라갈 수 있게 그렇지 밟아주고 그렇지	0	0	0	0	0	0	1	0
[유저] 조심	0	0	0	0	0	0	0	1
[유저] 주부메달이 뭐야	0	0	0	0	1	0	0	0
[유저] 차면 주심 [유저] 정해정해요	0	0	0	0	0	0	0	1
[유저] 총장이 죽였는데 내가 그냥	0	0	0	0	0	0	0	1
[유저] 출발	0	0	1	0	0	0	0	0
[유저] 캐빈 야 덕혜야 잘해보자	0	0	0	0	0	0	1	0
[유저] 캐치	0	0	1	0	0	0	0	0
[유저] 키링 형 떨어지기 좋은 타이밍 말한 거 맞지	0	0	1	0	0	0	0	0
[유저] 킬게요	0	0	1	0	0	0	0	0
[유저] 텀 맵 해보자	0	0	0	0	0	0	0	1
[유저] 튕겨야 되네	0	0	1	0	0	0	0	0
[유저] 트 안에 어디야	0	0	1	0	0	0	0	0
[유저] 트라이 오케이	0	0	0	0	0	0	1	0
[유저] 파이팅	0	0	0	0	0	0	1	0
[유저] 파이팅 [유저] 잘한다 잘한다 하렌치 하렌치 하렌치 야 이미 이겼어	0	0	0	0	0	0	1	0
[유저] 패스	0	0	1	0	0	0	0	0
[유저] 펀치 형님	0	0	1	0	0	0	0	0
[유저] 프사 한번 골라볼까	0	0	1	0	0	0	0	0
[유저] 하나 둘 셋 그렇지	0	0	0	0	0	0	1	0
[유저] 한 번 베 한 번 베	0	0	1	0	0	0	0	0
[유저] 한 여자 아원입니다	0	0	1	0	0	0	0	0
[유저] 한국인의 목표는 맵이네요	0	0	1	0	0	0	0	0
[유저] 한번 해보자	0	0	0	0	0	0	0	1
[유저] 한번더 한번더 한번더 그렇지	0	0	0	0	0	0	1	0
[유저] 할 힘도 없다	0	0	1	0	0	0	0	0
[유저] 할배가 아니라 왜 그래	0	0	0	1	0	0	0	0
[유저] 해봐	0	0	0	0	0	0	0	1
[유저] 형 방금 지나친 저거 죽은	0	0	1	0	0	0	0	0
[유저] 형들 화난다	0	0	1	0	0	0	0	0
[유저] 형이 아 피지컬 리쉬 굉장히 많이 나올 것 같은데요	0	0	1	0	0	0	0	0
[유저] 화난 거 아니지	0	0	1	0	0	0	0	0
[유저] 화이팅 아이고 아이고 내가 어떻게든 해볼게	0	0	0	0	0	1	0	0
[유저] 화이팅 하렌치 떨어졌어	0	0	0	0	0	0	1	0
[유저] ᆫ님 올라가시고 자 그 다음 올라오고 갑니다	0	0	0	0	0	0	0	1
[유저] ᆫ형	0	0	1	0	0	0	0	0
[유저] ᆯ 어떻게 통과하지	0	0	0	0	0	1	0	0
[유저] 가	0	0	0	0	0	0	0	1
[유저] 가 [유저] 가 생일인데 빨리 좀 깨자 코코가 아이고 아이고 야 근데 이거 이야	0	0	0	0	0	1	0	0
[유저] 가 [유저] 고 끝에가 화살표랑 엑스야	0	0	0	0	0	0	0	1
[유저] 가 고생했어	0	0	0	0	0	0	0	1
[유저] 가 그냥 들어가 이거 뒤로 올려고 하지 말고 그냥 들어가야지	0	0	0	0	0	0	0	1
[유저] 가 내 혈압을 찢었다고	0	0	0	0	0	0	0	1
[유저] 가 누구지 [유저] [유저] 이겠지	0	0	0	0	0	0	0	1
[유저] 가 두 건이나 해냅니다	0	0	0	0	0	0	0	1
[유저] 가 뒤로 당겼어	0	0	0	0	0	0	0	1
[유저] 가 뒤로 와	0	0	0	0	0	0	0	1
[유저] 가 딱 뽑았잖아	0	0	0	0	0	0	0	1
[유저] 가 맞췄는데	0	0	0	0	0	0	0	1
[유저] 가 머리 타고 가가지고 이것이	0	0	0	0	0	0	0	1
[유저] 가 먼저 지나가는 놈이 어딨어	0	0	0	0	0	0	0	1
[유저] 가 먼저 해야 돼	0	0	0	0	0	0	0	1
[유저] 가 문 닫았어	0	0	0	0	0	0	0	1
[유저] 가 문제야 저 새끼 저거	1	0	0	0	0	0	0	0
[유저] 가 뭐야	0	0	0	0	1	0	0	0
[유저] 가 밀어줄 수 있어	0	0	0	0	0	0	0	1
[유저] 가 센스 좋았다	0	0	0	0	0	0	0	1
[유저] 가 싫어 제발	0	0	0	0	0	0	0	1
[유저] 가 엉덩이야	0	0	0	0	0	0	0	1
[유저] 가 열쇠 주고 가	0	0	0	0	0	0	0	1
[유저] 가 옆으로 가줘야지	0	0	0	0	0	0	0	1
[유저] 가 왼쪽으로 움직일 준비하고	0	0	0	0	0	0	0	1
[유저] 가 위로 올라가 너 죽어도 아래 있을거야 멈춰줘야 우리가 죽어도 아래 있을거야	1	0	0	0	0	0	0	0
[유저] 가 이렇게 되는데	0	0	0	0	0	0	0	1
[유저] 가 일단 이것이 점프 진짜 잘하자	0	0	0	0	0	0	0	1
[유저] 가 제일 쉬웠던 것 같습니다	0	0	0	0	0	0	0	1
[유저] 가 조금	0	0	0	0	0	0	0	1
[유저] 가 지금 못썼어요	0	0	0	0	0	0	0	1
[유저] 가 지금 어떻게 되냐	0	0	0	0	0	1	0	0
[유저] 가 크니까 [유저] 가 커져 6번이 올라가고	0	0	0	0	0	0	0	1
[유저] 가 하면 네가 하게 될 거 같아	0	0	0	0	0	0	0	1
[유저] 가 혼자 가는 것이 개무서워	0	0	0	0	0	0	0	1
[유저] 가네 소리가 띠링 [유저] 소리 나네	0	0	0	0	0	0	0	1
[유저] 네 제가 어떻게 안되냐면 앞으로 가는거만 하고 점프할때는 안 움직였어요	0	0	0	0	0	1	0	0
[유저] 는 뭐야	0	0	0	0	1	0	0	0
[유저] 는 배에 올려놓고 하겠습니다	0	0	1	0	0	0	0	0
[유저] 는 승리한다	0	0	1	0	0	0	0	0
[유저] 는 혼자서 못 타요	0	0	1	0	0	0	0	0
[유저] 님	0	0	1	0	0	0	0	0
[유저] 님 [유저] 캐치요 왜 공이 4개밖에 없어	0	0	1	0	0	0	0	0
[유저] 님 끌면 안 돼요	0	0	0	0	0	1	0	0
[유저] 님 나한테 줘봐요	0	0	0	0	0	0	0	1
[유저] 님 너무 집중하셨네	0	0	1	0	0	0	0	0
[유저] 님 눌러	0	0	0	0	0	0	0	1
[유저] 님 데려와 데려왔어	0	0	0	0	0	0	0	1
[유저] 님 비켜봐	0	0	0	0	0	0	0	1
[유저] 님 살려	0	0	1	0	0	0	0	0
[유저] 님 샤워했어요	0	0	1	0	0	0	0	0
[유저] 님 아 움직이세요	0	0	1	0	0	0	0	0
[유저] 님 아 이렇게 하는 거야	0	0	1	0	0	0	0	0
[유저] 님 아니 아니 아니 왜 쏴	0	0	1	0	0	0	0	0
[유저] 님 여기서 제일 최고령자시잖아요	0	0	0	0	0	0	1	0
[유저] 님 올라가보세요	0	0	0	0	0	0	0	1
[유저] 님 이겨줘요	0	0	1	0	0	0	0	0
[유저] 님까지 대가리 그렇지	0	0	0	0	0	0	1	0
[유저] 님이 밟아줘야 돼	0	0	1	0	0	0	0	0
[유저] 님이 비웃을 정도면 얼마나 애물단지인 거야	0	0	1	0	0	0	0	0
[유저] 님이 아오니님 대가리 밟고 김치가 밟고 그렇지 자 그러면 내려와봐 끌어 끌어 끌어	0	0	0	0	1	0	0	0
[유저] 님이 이쪽으로 와주고 계단을 쌓아줄게	0	0	0	0	0	0	0	1
[유저] 도 와야지	0	0	0	0	0	0	0	1
[유저] 도 있고 뭐야	0	0	0	0	1	0	0	0
[유저] 도 해볼까	0	0	0	0	0	0	0	1
[유저] 들 지켜줘서	0	0	1	0	0	0	0	0
[유저] 랑 같이 가	0	0	0	0	0	0	0	1
[유저] 랑 나나 여기도 아 팍팍 쏴 [유저] [유저] 아유 아니 나한테 못 치면 어떡해	0	0	0	0	0	1	0	0
[유저] 랑 주황이 잘해야 돼	0	0	0	0	0	0	1	0
[유저] 랑 해봐서 나 익숙하지	0	0	0	0	0	0	0	1
[유저] 로 길어버리네	0	0	1	0	0	0	0	0
[유저] 로 동물을 던질 수도 있다는데	0	0	1	0	0	0	0	0
[유저] 로도 안 돼 지금	0	0	0	0	0	1	0	0
[유저] 루	0	0	1	0	0	0	0	0
[유저] 를 모르냐고 이 새끼야 내가 눌릴것이 그냥 이 말을 했어야 안 됐었다	1	0	0	0	0	0	0	0
[유저] 를 못하나	0	0	1	0	0	0	0	0
[유저] 를 뭐 코로만 검사해	0	0	0	0	0	0	0	1
[유저] 만 나오세요	0	0	0	0	0	0	0	1
[유저] 부터 가	0	0	0	0	0	0	0	1
[유저] 부터 가 다시 올라와 다시 올라와 다시 올라와 천천히 그렇지	0	0	0	0	0	0	1	0
[유저] 부터 가줘야 돼	0	0	0	0	0	0	0	1
[유저] 부터 갈거야	0	0	1	0	0	0	0	0
[유저] 소	0	0	1	0	0	0	0	0
[유저] 야	0	0	1	0	0	0	0	0
[유저] 야 [유저] 나 [유저] 같은 거 하라고 너랑 색 달라서 재밌다니깐	0	0	1	0	0	0	0	0
[유저] 야 [유저] 야	0	0	1	0	0	0	0	0
[유저] 야 [유저] 야 기다려	0	0	0	0	0	0	0	1
[유저] 야 가	0	0	0	0	0	0	0	1
[유저] 야 가자	0	0	0	0	0	0	0	1
[유저] 야 같이 가자	0	0	0	0	0	0	0	1
[유저] 야 나 여기 있을게	0	0	1	0	0	0	0	0
[유저] 야 나를 그렇게 빨고 싶냐	0	0	1	0	0	0	0	0
[유저] 야 너 가야돼	0	0	0	0	0	0	0	1
[유저] 야 너 또	0	0	1	0	0	0	0	0
[유저] 야 너 살짝 볼 닿은거 아니야	0	0	1	0	0	0	0	0
[유저] 야 너 어디갔냐	0	0	1	0	0	0	0	0
[유저] 야 너 이번에 나 죽으면 너 죽는거야	0	0	1	0	0	0	0	0
[유저] 야 너 해	0	0	0	0	0	0	0	1
[유저] 야 네가 저거 해	0	0	0	0	0	0	0	1
[유저] 야 누나 한번만 살려줄래	0	0	1	0	0	0	0	0
[유저] 야 눈앞 지켜야 돼	0	0	1	0	0	0	0	0
[유저] 야 니가 넘어와 니가 넘어와 야 [유저] 야 니가 오른쪽으로 와 [유저] 야 넌 가만히 있어야지 [유저] 야 넌 가만히 있어야지 넌 가만히 왼쪽으로 땡겨야지 왼쪽으로 야 일단 내려가 내려가 아이씨 아이씨 40이 너무 많아 만드가 너 제대로 아는거 맞아	0	0	0	0	1	0	0	0
[유저] 야 니가 서 알았어	0	0	0	0	0	0	0	1
[유저] 야 먼저 가	0	0	0	0	0	0	0	1
[유저] 야 못 올라오는데 [유저] 야 올라가고 있는데	0	0	0	0	0	0	0	1
[유저] 야 뭐 잡고 있어	0	0	1	0	0	0	0	0
[유저] 야 빨리	0	0	0	0	0	0	0	1
[유저] 야 빨리 가야지	0	0	0	0	0	0	0	1
[유저] 야 살았어	0	0	1	0	0	0	0	0
[유저] 야 아래 10초 [유저] 야 잠깐만 나봐 후추 이나봐	0	0	0	0	0	0	0	1
[유저] 야 양보해	0	0	0	0	0	0	0	1
[유저] 야 어 [유저] 야 너 어디왔어	0	0	1	0	0	0	0	0
[유저] 야 어 우리 고양이 저기있다	0	0	1	0	0	0	0	0
[유저] 야 올라가야 돼	0	0	0	0	0	0	0	1
[유저] 야 올라가자	0	0	0	0	0	0	0	1
[유저] 야 왜 이렇게 급해	0	0	0	0	0	0	0	1
[유저] 야 우리 보지 말라고 뒤돌아봐	1	0	0	0	0	0	0	0
